Breed week Proportion_survived station country Breed_Station
Funaab_Alpha 26 0.986486486486487 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 27 0.986486486486487 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 28 0.972972972972973 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 29 0.967181467181468 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 30 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 31 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 32 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 33 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 34 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 35 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 36 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 37 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 38 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 39 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 40 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 41 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 42 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 43 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 44 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 45 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 46 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 47 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 48 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 49 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 50 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 51 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 52 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 53 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 54 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 55 0.959459459459459 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 56 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 57 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 58 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 59 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 60 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 61 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 62 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 63 0.918918918918919 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 64 0.895752895752896 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 65 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 66 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 67 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 68 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 69 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 70 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 71 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Funaab_Alpha 72 0.891891891891892 Fol-Hope Nigeria Funaab_Alpha_at_Hope
Kuroiler 17 1 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 18 1 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 19 1 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 20 1 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 21 0.993277310924369 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 22 0.988235294117647 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 23 0.947899159663866 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 24 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 25 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 26 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 27 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 28 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 29 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 30 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 31 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 32 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 33 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 34 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 35 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 36 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 37 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 38 0.917647058823529 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 39 0.907563025210083 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 40 0.905882352941176 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 41 0.872268907563025 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 42 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 43 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 44 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 45 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 46 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 47 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 48 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 49 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 50 0.858823529411765 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 51 0.850420168067227 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 52 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 53 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 54 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 55 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 56 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 57 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 58 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 59 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 60 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 61 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 62 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 63 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 64 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 65 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 66 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 67 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 68 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 69 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 70 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 71 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Kuroiler 72 0.847058823529412 Fol-Hope Nigeria Kuroiler_at_Hope
Noiler 17 1 Fol-Hope Nigeria Noiler_at_Hope
Noiler 18 1 Fol-Hope Nigeria Noiler_at_Hope
Noiler 19 0.994047619047619 Fol-Hope Nigeria Noiler_at_Hope
Noiler 20 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 21 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 22 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 23 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 24 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 25 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 26 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 27 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 28 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 29 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 30 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 31 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 32 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 33 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 34 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 35 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Noiler 36 0.958333333333333 Fol-Hope Nigeria Noiler_at_Hope
Sasso 17 1 Fol-Hope Nigeria Sasso_at_Hope
Sasso 18 1 Fol-Hope Nigeria Sasso_at_Hope
Sasso 19 0.977142857142857 Fol-Hope Nigeria Sasso_at_Hope
Sasso 20 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 21 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 22 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 23 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 24 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 25 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 26 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 27 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 28 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 29 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 30 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 31 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 32 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 33 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 34 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 35 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 36 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 37 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 38 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 39 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 40 0.92 Fol-Hope Nigeria Sasso_at_Hope
Sasso 41 0.918571428571429 Fol-Hope Nigeria Sasso_at_Hope
Sasso 42 0.9 Fol-Hope Nigeria Sasso_at_Hope
Sasso 43 0.9 Fol-Hope Nigeria Sasso_at_Hope
Sasso 44 0.888571428571429 Fol-Hope Nigeria Sasso_at_Hope
Sasso 45 0.851428571428571 Fol-Hope Nigeria Sasso_at_Hope
Sasso 46 0.84 Fol-Hope Nigeria Sasso_at_Hope
Sasso 47 0.834285714285715 Fol-Hope Nigeria Sasso_at_Hope
Sasso 48 0.818571428571429 Fol-Hope Nigeria Sasso_at_Hope
Sasso 49 0.81 Fol-Hope Nigeria Sasso_at_Hope
Sasso 50 0.81 Fol-Hope Nigeria Sasso_at_Hope
Sasso 51 0.775714285714285 Fol-Hope Nigeria Sasso_at_Hope
Sasso 52 0.77 Fol-Hope Nigeria Sasso_at_Hope
Sasso 53 0.77 Fol-Hope Nigeria Sasso_at_Hope
Sasso 54 0.77 Fol-Hope Nigeria Sasso_at_Hope
Sasso 55 0.77 Fol-Hope Nigeria Sasso_at_Hope
Sasso 56 0.761428571428571 Fol-Hope Nigeria Sasso_at_Hope
Sasso 57 0.76 Fol-Hope Nigeria Sasso_at_Hope
Sasso 58 0.76 Fol-Hope Nigeria Sasso_at_Hope
Sasso 59 0.76 Fol-Hope Nigeria Sasso_at_Hope
Sasso 60 0.751428571428571 Fol-Hope Nigeria Sasso_at_Hope
Sasso 61 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 62 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 63 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 64 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 65 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 66 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 67 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 68 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 69 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 70 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 71 0.75 Fol-Hope Nigeria Sasso_at_Hope
Sasso 72 0.75 Fol-Hope Nigeria Sasso_at_Hope
Shika_brown 21 1 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 22 1 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 23 1 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 24 1 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 25 1 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 26 1 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 27 0.997252747252748 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 28 0.980769230769231 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 29 0.980769230769231 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 30 0.980769230769231 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 31 0.980769230769231 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 32 0.973901098901099 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 33 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 34 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 35 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 36 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 37 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 38 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 39 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 40 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 41 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 42 0.971153846153846 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 43 0.967032967032967 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 44 0.961538461538462 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 45 0.961538461538462 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 46 0.95467032967033 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 47 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 48 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 49 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 50 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 51 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 52 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 53 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 54 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 55 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 56 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 57 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 58 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 59 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 60 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 61 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 62 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 63 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 64 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 65 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 66 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 67 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 68 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 69 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 70 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 71 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Shika_brown 72 0.951923076923077 Fol-Hope Nigeria Shika_brown_at_Hope
Kuroiler 19 1 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 20 0.993429697766098 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 21 0.967148488830487 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 22 0.956636005256243 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 23 0.942181340341656 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 24 0.892247043363996 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 25 0.88042049934297 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 26 0.864651773981604 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 27 0.864651773981604 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 28 0.864651773981604 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 29 0.864651773981604 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 30 0.864651773981604 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 31 0.859395532194482 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 32 0.846254927726676 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 33 0.842312746386335 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 34 0.837056504599212 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 35 0.834428383705651 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 36 0.827858081471749 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 37 0.827858081471749 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 38 0.827858081471749 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 39 0.819973718791065 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 40 0.818659658344285 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 41 0.818659658344285 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 42 0.818659658344285 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 43 0.813403416557163 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 44 0.809461235216821 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 45 0.809461235216821 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 46 0.809461235216821 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 47 0.806833114323259 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 48 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 49 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 50 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 51 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 52 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 53 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 54 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 55 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 56 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 57 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 58 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 59 0.800262812089357 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 60 0.791064388961893 Naliendele Tanzania Kuroiler_at_Nail
Kuroiler 61 0.791064388961893 Naliendele Tanzania Kuroiler_at_Nail
Sasso 19 1 Naliendele Tanzania Sasso_at_Nail
Sasso 20 0.995520716685331 Naliendele Tanzania Sasso_at_Nail
Sasso 21 0.935050391937291 Naliendele Tanzania Sasso_at_Nail
Sasso 22 0.90929451287794 Naliendele Tanzania Sasso_at_Nail
Sasso 23 0.800671892497201 Naliendele Tanzania Sasso_at_Nail
Sasso 24 0.666293393057111 Naliendele Tanzania Sasso_at_Nail
Sasso 25 0.642777155655095 Naliendele Tanzania Sasso_at_Nail
Sasso 26 0.627099664053752 Naliendele Tanzania Sasso_at_Nail
Sasso 27 0.622620380739082 Naliendele Tanzania Sasso_at_Nail
Sasso 28 0.61926091825308 Naliendele Tanzania Sasso_at_Nail
Sasso 29 0.61926091825308 Naliendele Tanzania Sasso_at_Nail
Sasso 30 0.61926091825308 Naliendele Tanzania Sasso_at_Nail
Sasso 31 0.612541993281075 Naliendele Tanzania Sasso_at_Nail
Sasso 32 0.611422172452408 Naliendele Tanzania Sasso_at_Nail
Sasso 33 0.604703247480404 Naliendele Tanzania Sasso_at_Nail
Sasso 34 0.595744680851064 Naliendele Tanzania Sasso_at_Nail
Sasso 35 0.591265397536394 Naliendele Tanzania Sasso_at_Nail
Sasso 36 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 37 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 38 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 39 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 40 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 41 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 42 0.587905935050392 Naliendele Tanzania Sasso_at_Nail
Sasso 43 0.586786114221725 Naliendele Tanzania Sasso_at_Nail
Sasso 44 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 45 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 46 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 47 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 48 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 49 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 50 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 51 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 52 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 53 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 54 0.58006718924972 Naliendele Tanzania Sasso_at_Nail
Sasso 55 0.578947368421053 Naliendele Tanzania Sasso_at_Nail
Sasso 56 0.572228443449048 Naliendele Tanzania Sasso_at_Nail
Sasso 57 0.572228443449048 Naliendele Tanzania Sasso_at_Nail
Sasso 58 0.569988801791714 Naliendele Tanzania Sasso_at_Nail
Sasso 59 0.556550951847705 Naliendele Tanzania Sasso_at_Nail
Sasso 60 0.556550951847705 Naliendele Tanzania Sasso_at_Nail
Sasso 61 0.556550951847705 Naliendele Tanzania Sasso_at_Nail
Kuroiler 18 1 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 19 0.994272623138603 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 20 0.990836197021764 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 21 0.986254295532646 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 22 0.975945017182131 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 23 0.957617411225659 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 24 0.946162657502864 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 25 0.936998854524628 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 26 0.936998854524628 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 27 0.906071019473081 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 28 0.901489117983963 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 29 0.839633447880871 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 30 0.832760595647194 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 31 0.825887743413517 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 32 0.825887743413517 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 33 0.821305841924399 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 34 0.81786941580756 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 35 0.81786941580756 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 36 0.800687285223367 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 37 0.77319587628866 Sokoine_University Tanzania Kuroiler_at_Sua
Kuroiler 38 0.752119129438717 Sokoine_University Tanzania Kuroiler_at_Sua
Sasso 18 1 Sokoine_University Tanzania Sasso_at_Sua
Sasso 19 0.985185185185185 Sokoine_University Tanzania Sasso_at_Sua
Sasso 20 0.985185185185185 Sokoine_University Tanzania Sasso_at_Sua
Sasso 21 0.985185185185185 Sokoine_University Tanzania Sasso_at_Sua
Sasso 22 0.974074074074074 Sokoine_University Tanzania Sasso_at_Sua
Sasso 23 0.940740740740741 Sokoine_University Tanzania Sasso_at_Sua
Sasso 24 0.897603485838781 Sokoine_University Tanzania Sasso_at_Sua
Sasso 25 0.874074074074074 Sokoine_University Tanzania Sasso_at_Sua
Sasso 26 0.807407407407407 Sokoine_University Tanzania Sasso_at_Sua
Sasso 27 0.782010582010582 Sokoine_University Tanzania Sasso_at_Sua
Sasso 28 0.774603174603175 Sokoine_University Tanzania Sasso_at_Sua
